納品数,販売数,時系列インデックス,タイトル,累積販売数,消化率
0,55562,5,一番くじカピバラさんふんわりフラワ～ン,331389,0.4182039600711753
0,59500,6,一番くじカピバラさんふんわりフラワ～ン,390889,0.4932913516992466
0,49759,7,一番くじカピバラさんふんわりフラワ～ン,440648,0.5560858646407794
0,48146,8,一番くじカピバラさんふんわりフラワ～ン,488794,0.6168448151840588
0,51251,9,一番くじカピバラさんふんわりフラワ～ン,540045,0.6815221917946518
0,40626,10,一番くじカピバラさんふんわりフラワ～ン,580671,0.7327911056145178
0,30176,11,一番くじカピバラさんふんわりフラワ～ン,610847,0.770872401913151
0,19977,12,一番くじカピバラさんふんわりフラワ～ン,630824,0.7960828359056549
0,17358,13,一番くじカピバラさんふんわりフラワ～ン,648182,0.8179881626935551
0,18675,14,一番くじカピバラさんふんわりフラワ～ン,666857,0.8415555078810212
0,16618,15,一番くじカピバラさんふんわりフラワ～ン,683475,0.8625269746722025
0,14583,16,一番くじカピバラさんふんわりフラワ～ン,698058,0.880930326472407
0,10672,17,一番くじカピバラさんふんわりフラワ～ン,708730,0.8943981019926553
0,6878,18,一番くじカピバラさんふんわりフラワ～ン,715608,0.9030779520702666
0,6142,19,一番くじカピバラさんふんわりフラワ～ン,721750,0.9108289900430333
0,5217,20,一番くじカピバラさんふんわりフラワ～ン,726967,0.9174127030199013
0,4980,21,一番くじカピバラさんふんわりフラワ～ン,731947,0.9236973284032256
0,4918,22,一番くじカピバラさんふんわりフラワ～ン,736865,0.9299037114625005
0,5950,23,一番くじカピバラさんふんわりフラワ～ン,742815,0.9374124506253076
0,5200,24,一番くじカピバラさんふんわりフラワ～ン,748015,0.9439747100617105
0,3084,25,一番くじカピバラさんふんわりフラワ～ン,751099,0.9478666346966848
0,2570,26,一番くじカピバラさんふんわりフラワ～ン,753669,0.95110990522583
0,2362,27,一番くじカピバラさんふんわりフラワ～ン,756031,0.9540906853775192
0,2097,28,一番くじカピバラさんふんわりフラワ～ン,758128,0.9567370426925456
0,2086,29,一番くじカピバラさんふんわりフラワ～ン,760214,0.9593695183049179
0,2757,30,一番くじカピバラさんふんわりフラワ～ン,762971,0.96284877777918
0,2323,31,一番くじカピバラさんふんわりフラワ～ン,765294,0.9657803409850961
0,1404,32,一番くじカピバラさんふんわりフラワ～ン,766698,0.9675521510329249
0,1034,33,一番くじカピバラさんふんわりフラワ～ン,767732,0.9688570310823942
0,1058,34,一番くじカピバラさんふんわりフラワ～ン,768790,0.9701921984831084
0,1128,35,一番くじカピバラさんふんわりフラワ～ン,769918,0.9716157039916204
0,988,36,一番くじカピバラさんふんわりフラワ～ン,770906,0.9728625332845371
0,1043,37,一番くじカピバラさんふんわりフラワ～ン,771949,0.9741787710907233
0,687,38,一番くじカピバラさんふんわりフラワ～ン,772636,0.9750457465201096
0,499,39,一番くじカピバラさんふんわりフラワ～ン,773135,0.9756754710314105
0,513,40,一番くじカピバラさんふんわりフラワ～ン,773648,0.976322863164271
13,481,41,一番くじカピバラさんふんわりフラワ～ン,774129,0.9769298721621383
0,366,42,一番くじカピバラさんふんわりフラワ～ン,774495,0.9773917542686236
0,352,43,一番くじカピバラさんふんわりフラワ～ン,774847,0.9778359687535493
0,594,44,一番くじカピバラさんふんわりフラワ～ン,775441,0.9785855806968615
0,444,45,一番くじカピバラさんふんわりフラワ～ン,775885,0.9791458966948928
0,313,46,一番くじカピバラさんふんわりフラワ～ン,776198,0.9795408942340456
0,288,47,一番くじカピバラさんふんわりフラワ～ン,776486,0.9799043424489847
0,226,48,一番くじカピバラさんふんわりフラワ～ン,776712,0.9801895483398746
0,230,49,一番くじカピバラさんふんわりフラワ～ン,776942,0.9804798021226385
0,284,50,一番くじカピバラさんふんわりフラワ～ン,777226,0.9808382024457036
0,341,51,一番くじカピバラさんふんわりフラワ～ン,777567,0.9812685352279754
0,310,52,一番くじカピバラさんふんわりフラワ～ン,777877,0.9816597468482225
0,184,53,一番くじカピバラさんふんわりフラワ～ン,778061,0.9818919498744337
0,189,54,一番くじカピバラさんふんわりフラワ～ン,778250,0.9821304627654875
0,125,55,一番くじカピバラさんふんわりフラワ～ン,778375,0.9822882093865549
0,196,56,一番くじカピバラさんふんわりフラワ～ン,778571,0.9825355560883886
0,213,57,一番くじカピバラさんふんわりフラワ～ン,778784,0.9828043563306874
0,209,58,一番くじカピバラさんふんわりフラワ～ン,778993,0.983068108681112
0,188,59,一番くじカピバラさんふんわりフラワ～ン,779181,0.9833053595991974
0,1895,0,ポケモンコレクションくじ２０１７,1895,0.0033016238065370408
281940,30956,1,ポケモンコレクションくじ２０１７,32851,0.057235695867307826
291900,56845,2,ポケモンコレクションくじ２０１７,89696,0.15627569865495852
60,59561,3,ポケモンコレクションくじ２０１７,149257,0.26004773851836366
60,65566,4,ポケモンコレクションくじ２０１７,214823,0.3742821799428532
0,53179,5,ポケモンコレクションくじ２０１７,268002,0.4669349780472507
0,33635,6,ポケモンコレクションくじ２０１７,301637,0.525536622761168
0,25750,7,ポケモンコレクションくじ２０１７,327387,0.5704003763328455
0,24712,8,ポケモンコレクションくじ２０１７,352099,0.613455641508119
0,21743,9,ポケモンコレクションくじ２０１７,373842,0.6513380723395359
0,20375,10,ポケモンコレクションくじ２０１７,394217,0.6868370618161544
0,22616,11,ポケモンコレクションくじ２０１７,416833,0.7262405045647781
0,18427,12,ポケモンコレクションくじ２０１７,435260,0.7583455293051781
0,11001,13,ポケモンコレクションくじ２０１７,446261,0.777512370200014
0,9893,14,ポケモンコレクションくじ２０１７,456154,0.7947487629799986
0,8515,15,ポケモンコレクションくじ２０１７,464669,0.809584291588264
0,7931,16,ポケモンコレクションくじ２０１７,472600,0.8234023276883407
0,10765,17,ポケモンコレクションくじ２０１７,483365,0.84215799010384
0,8778,18,ポケモンコレクションくじ２０１７,492143,0.8574517387971288
0,7964,19,ポケモンコレクションくじ２０１７,500107,0.8713272701930448
0,5882,20,ポケモンコレクションくじ２０１７,505989,0.8815753711060004
0,3678,21,ポケモンコレクションくじ２０１７,509667,0.8879834831695589
0,3356,22,ポケモンコレクションくじ２０１７,513023,0.8938305805282598
0,3241,23,ポケモンコレクションくじ２０１７,516264,0.8994773154923688
0,3713,24,ポケモンコレクションくじ２０１７,519977,0.9059464074151509
0,3411,25,ポケモンコレクションくじ２０１７,523388,0.9118893302669175
0,3095,26,ポケモンコレクションくじ２０１７,526483,0.9172816921039794
0,2135,27,ポケモンコレクションくじ２０１７,528618,0.9210014635166214
0,2539,28,ポケモンコレクションくじ２０１７,531157,0.9254251167328734
0,2518,29,ポケモンコレクションくじ２０１７,533675,0.9298121820335912
0,2006,30,ポケモンコレクションくじ２０１７,535681,0.9333071991079518
0,1940,31,ポケモンコレクションくじ２０１７,537621,0.9366872255906334
0,2219,32,ポケモンコレクションくじ２０１７,539840,0.9405533486654122
0,1799,33,ポケモンコレクションくじ２０１７,541639,0.9436877134295073
0,1392,34,ポケモンコレクションくじ２０１７,543031,0.946112969544916
0,1196,35,ポケモンコレクションくじ２０１７,544227,0.9481967384486724
0,1173,36,ポケモンコレクションくじ２０１７,545400,0.9502404348735104
0,1003,37,ポケモンコレクションくじ２０１７,546403,0.9519879434106906
0,1088,38,ポケモンコレクションくじ２０１７,547491,0.9538835458916998
0,1068,39,ポケモンコレクションくじ２０１７,548559,0.9557443027388668
0,964,40,ポケモンコレクションくじ２０１７,549523,0.957423862290055
0,618,41,ポケモンコレクションくじ２０１７,550141,0.9585005923757753
0,560,42,ポケモンコレクションくじ２０１７,550701,0.9594762701233536
0,507,43,ポケモンコレクションくじ２０１７,551208,0.9603596069412502
0,555,44,ポケモンコレクションくじ２０１７,551763,0.961326573280368
0,735,45,ポケモンコレクションくじ２０１７,552498,0.9626071503240644
0,676,46,ポケモンコレクションくじ２０１７,553174,0.9637849327479266
0,646,47,ポケモンコレクションくじ２０１７,553820,0.9649104467210259
0,555,48,ポケモンコレクションくじ２０１７,554375,0.9658774130601435
0,570,49,ポケモンコレクションくじ２０１７,554945,0.9668705136246428
0,448,50,ポケモンコレクションくじ２０１７,555393,0.9676510558227054
0,445,51,ポケモンコレクションくじ２０１７,555838,0.9684263711756916
0,374,52,ポケモンコレクションくじ２０１７,556212,0.9690779845285385
0,431,53,ポケモンコレクションくじ２０１７,556643,0.9698289079378354
0,333,54,ポケモンコレクションくじ２０１７,556976,0.970409087741306
0,251,55,ポケモンコレクションくじ２０１７,557227,0.9708464004460241
0,242,56,ポケモンコレクションくじ２０１７,557469,0.9712680326155133
0,179,57,ポケモンコレクションくじ２０１７,557648,0.9715799010383999
0,225,58,ポケモンコレクションくじ２０１７,557873,0.9719719144191232
0,180,59,ポケモンコレクションくじ２０１７,558053,0.972285525123702
1920,6593,0,一番くじエヴァンゲリオン２０２０,6593,0.009204488182710416
372720,74469,1,一番くじエヴァンゲリオン２０２０,81062,0.11317066905306716
341281,103180,2,一番くじエヴァンゲリオン２０２０,184242,0.25722028086742493
0,78105,3,一番くじエヴァンゲリオン２０２０,262347,0.3662626818245912
60,59510,4,一番くじエヴァンゲリオン２０２０,321857,0.4493446007921472
120,53789,5,一番くじエヴァンゲリオン２０２０,375646,0.5244394308937415
60,45102,6,一番くじエヴァンゲリオン２０２０,420748,0.5874063391322679
120,39333,7,一番くじエヴァンゲリオン２０２０,460081,0.6423191456984061
0,36086,8,一番くじエヴァンゲリオン２０２０,496167,0.6926988151298163
0,31212,9,一番くじエヴァンゲリオン２０２０,527379,0.7362738925086663
0,20275,10,一番くじエヴァンゲリオン２０２０,547654,0.764579822723205
0,16633,11,一番くじエヴァンゲリオン２０２０,564287,0.7878011562501309
0,13892,12,一番くじエヴァンゲリオン２０２０,578179,0.8071957793100752
0,11229,13,一番くじエヴァンゲリオン２０２０,589408,0.8228725877134812
0,12199,14,一番くじエヴァンゲリオン２０２０,601607,0.8399036132467566
0,12602,15,一番くじエヴァンゲリオン２０２０,614209,0.8574972671339879
0,10262,16,一番くじエヴァンゲリオン２０２０,624471,0.8718240467079261
0,6368,17,一番くじエヴァンゲリオン２０２０,630839,0.8807144123605122
0,4965,18,一番くじエヴァンゲリオン２０２０,635804,0.8876460495252562
0,8926,19,一番くじエヴァンゲリオン２０２０,644730,0.9001076393203226
0,4553,20,一番くじエヴァンゲリオン２０２０,649283,0.9064640832299056
0,7475,21,一番くじエヴァンゲリオン２０２０,656758,0.9168999317307035
0,5404,22,一番くじエヴァンゲリオン２０２０,662162,0.9244444568542234
0,4310,23,一番くじエヴァンゲリオン２０２０,666472,0.9304616484312721
0,2437,24,一番くじエヴァンゲリオン２０２０,668909,0.9338639444575523
0,2093,25,一番くじエヴァンゲリオン２０２０,671002,0.9367859820377756
